# v  f0  f1x  f0*v^2  0.5*me*f1x*v^5
7.21274e+07 1.37413e-10 1.85637e-13 714872 0.165054
7.21113e+07 1.38799e-10 1.87587e-13 721762 0.166602
7.20952e+07 1.40199e-10 1.89556e-13 728717 0.168162
7.20791e+07 1.41614e-10 1.91543e-13 735739 0.169736
7.20629e+07 1.43042e-10 1.93549e-13 742828 0.171321
7.20468e+07 1.44485e-10 1.95574e-13 749985 0.17292
7.20307e+07 1.45942e-10 1.97619e-13 757210 0.174532
7.20145e+07 1.47415e-10 1.99682e-13 764505 0.176157
7.19983e+07 1.48902e-10 2.01765e-13 771870 0.177795
7.19822e+07 1.50404e-10 2.03868e-13 779306 0.179446
7.1966e+07 1.51921e-10 2.0599e-13 786814 0.18111
7.19498e+07 1.53453e-10 2.08132e-13 794393 0.182788
7.19336e+07 1.55001e-10 2.10295e-13 802046 0.184479
7.19174e+07 1.56565e-10 2.12477e-13 809772 0.186183
7.19011e+07 1.58145e-10 2.1468e-13 817572 0.187901
7.18849e+07 1.5974e-10 2.16903e-13 825448 0.189633
7.18686e+07 1.61352e-10 2.19147e-13 833399 0.191378
7.18524e+07 1.6298e-10 2.21412e-13 841427 0.193137
7.18361e+07 1.64625e-10 2.23697e-13 849533 0.19491
7.18198e+07 1.66286e-10 2.26004e-13 857717 0.196697
7.18035e+07 1.67964e-10 2.28332e-13 865980 0.198498
7.17872e+07 1.69659e-10 2.30682e-13 874322 0.200313
7.17709e+07 1.71372e-10 2.33054e-13 882746 0.202143
7.17545e+07 1.73102e-10 2.35448e-13 891251 0.203987
7.17382e+07 1.74849e-10 2.37864e-13 899838 0.205846
7.17218e+07 1.76614e-10 2.40303e-13 908508 0.207719
7.17055e+07 1.78397e-10 2.42765e-13 917262 0.209608
7.16891e+07 1.80199e-10 2.4525e-13 926101 0.211512
7.16727e+07 1.82019e-10 2.47759e-13 935026 0.213432
7.16563e+07 1.83857e-10 2.50292e-13 944037 0.215367
7.16399e+07 1.85714e-10 2.52849e-13 953135 0.217318
7.16235e+07 1.8759e-10 2.5543e-13 962322 0.219285
7.16071e+07 1.89485e-10 2.58037e-13 971598 0.221269
7.15906e+07 1.914e-10 2.60668e-13 980965 0.223269
7.15742e+07 1.93334e-10 2.63325e-13 990422 0.225285
7.15577e+07 1.95288e-10 2.66007e-13 999971 0.227318
7.15412e+07 1.97262e-10 2.68715e-13 1.00961e+06 0.229368
7.15247e+07 1.99256e-10 2.71449e-13 1.01935e+06 0.231435
7.15082e+07 2.0127e-10 2.7421e-13 1.02918e+06 0.233519
7.14917e+07 2.03305e-10 2.76997e-13 1.03911e+06 0.23562
7.14752e+07 2.05361e-10 2.7981e-13 1.04913e+06 0.237739
7.14587e+07 2.07439e-10 2.82651e-13 1.05925e+06 0.239874
7.14421e+07 2.09537e-10 2.85518e-13 1.06947e+06 0.242028
7.14255e+07 2.11657e-10 2.88413e-13 1.07979e+06 0.244198
7.1409e+07 2.13799e-10 2.91335e-13 1.09021e+06 0.246386
7.13924e+07 2.15963e-10 2.94284e-13 1.10073e+06 0.248592
7.13758e+07 2.18149e-10 2.97261e-13 1.11136e+06 0.250815
7.13592e+07 2.20357e-10 3.00266e-13 1.12209e+06 0.253056
7.13426e+07 2.22588e-10 3.03299e-13 1.13292e+06 0.255314
7.1326e+07 2.24843e-10 3.0636e-13 1.14386e+06 0.25759
7.13093e+07 2.2712e-10 3.09449e-13 1.15491e+06 0.259884
7.12927e+07 2.29421e-10 3.12567e-13 1.16606e+06 0.262196
7.1276e+07 2.31746e-10 3.15713e-13 1.17733e+06 0.264527
7.12593e+07 2.34094e-10 3.18889e-13 1.18871e+06 0.266875
7.12426e+07 2.36467e-10 3.22094e-13 1.20019e+06 0.269242
7.12259e+07 2.38864e-10 3.25328e-13 1.21179e+06 0.271627
7.12092e+07 2.41287e-10 3.28592e-13 1.22351e+06 0.274031
7.11925e+07 2.43734e-10 3.31887e-13 1.23533e+06 0.276453
7.11758e+07 2.46206e-10 3.35211e-13 1.24728e+06 0.278894
7.1159e+07 2.48705e-10 3.38566e-13 1.25934e+06 0.281355
7.11423e+07 2.51228e-10 3.41953e-13 1.27152e+06 0.283834
7.11255e+07 2.53779e-10 3.4537e-13 1.28383e+06 0.286333
7.11087e+07 2.56355e-10 3.48819e-13 1.29625e+06 0.288851
7.10919e+07 2.58958e-10 3.52299e-13 1.30879e+06 0.291389
7.10751e+07 2.61589e-10 3.55812e-13 1.32146e+06 0.293947
